"","test","subj","year","grade","itemno","dichot","scoring","a","sda","b","sdb","c","sdc","D","d0","sdd0","d1","sdd1","d2","sdd2","d3","sdd3","d4","sdd4"
"277","MCAS","MTH","2011","8",273662,TRUE,TRUE,1.12678,0.01846,-0.86976,0.02634,0.29191,0.0137,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","MCAS","MTH","2011","8",272940,TRUE,TRUE,0.59267,0.02019,0.71427,0.0492,0.47416,0.01046,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","MCAS","MTH","2011","8",276337,TRUE,TRUE,0.45261,0.00544,-1.07007,0.018,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","MCAS","MTH","2011","8",283254,TRUE,TRUE,0.74033,0.01144,-1.06873,0.03926,0.00889,0.02091,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","MCAS","MTH","2011","8",275267,TRUE,TRUE,1.41604,0.01904,-0.54353,0.01354,0.1964,0.00797,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","MCAS","MTH","2011","8",295145,TRUE,TRUE,1.01544,0.01389,-0.82624,0.02221,0.10288,0.01261,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","MCAS","MTH","2011","8",252998,TRUE,TRUE,0.67643,0.01179,-0.60697,0.0402,0.09824,0.01727,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","MCAS","MTH","2011","8",265342,TRUE,TRUE,1.05099,0.01887,0.26345,0.01869,0.3963,0.00664,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","MCAS","MTH","2011","8",219602,TRUE,TRUE,0.85739,0.01711,-0.32117,0.03433,0.40192,0.01167,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","MCAS","MTH","2011","8",276361,TRUE,TRUE,0.55841,0.00695,-1.87914,0.02355,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","MCAS","MTH","2011","8",253818,TRUE,TRUE,0.71696,0.01628,0.2963,0.0335,0.36125,0.00992,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","MCAS","MTH","2011","8",273658,TRUE,TRUE,1.28007,0.01926,0.25829,0.01257,0.31615,0.0055,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","MCAS","MTH","2011","8",253702,TRUE,TRUE,1.08744,0.01652,0.0552,0.01617,0.27904,0.00698,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","MCAS","MTH","2011","8",294565,TRUE,TRUE,1.19989,0.01914,0.30138,0.01408,0.34412,0.00572,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","MCAS","MTH","2011","8",219567,TRUE,TRUE,0.66657,0.01125,-0.38199,0.03452,0.07461,0.01441,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","MCAS","MTH","2011","8",252991,TRUE,TRUE,1.61411,0.03582,1.11744,0.0111,0.50066,0.00333,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","MCAS","MTH","2011","8",229595,TRUE,TRUE,0.66941,0.01186,-1.33581,0.0587,0,0.03142,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","MCAS","MTH","2011","8",219587,TRUE,TRUE,1.16182,0.0186,-0.04087,0.01709,0.34885,0.00719,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","MCAS","MTH","2011","8",276363,TRUE,TRUE,1.2454,0.01445,0.18212,0.00913,0.10496,0.0045,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","MCAS","MTH","2011","8",273661,TRUE,TRUE,1.47558,0.01827,0.54756,0.00752,0.16523,0.00362,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","MCAS","MTH","2011","8",264729,TRUE,TRUE,0.80302,0.01346,-1.03282,0.0409,0.13877,0.02077,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","MCAS","MTH","2011","8",219633,TRUE,TRUE,1.21732,0.01655,-0.48657,0.01588,0.19087,0.00864,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","MCAS","MTH","2011","8",284201,TRUE,TRUE,1.17794,0.01412,0.0731,0.01057,0.11392,0.00523,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","MCAS","MTH","2011","8",253878,TRUE,TRUE,1.60498,0.02642,1.06066,0.00811,0.29234,0.0032,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","MCAS","MTH","2011","8",288137,TRUE,TRUE,0.79322,0.01578,0.16969,0.02816,0.33462,0.00934,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","MCAS","MTH","2011","8",294566,TRUE,TRUE,0.58051,0.01201,0.05613,0.03972,0.12173,0.01387,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","MCAS","MTH","2011","8",219622,TRUE,TRUE,1.30399,0.01416,0.03702,0.00839,0.06974,0.00423,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","MCAS","MTH","2011","8",265596,TRUE,TRUE,1.32374,0.01797,0.55861,0.00925,0.21336,0.00421,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","MCAS","MTH","2011","8",273668,TRUE,TRUE,1.33699,0.01405,-0.32327,0.00892,0.0383,0.0047,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","MCAS","MTH","2011","8",253872,TRUE,TRUE,0.76892,0.00659,-0.27537,0.00787,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","MCAS","MTH","2011","8",229526,TRUE,TRUE,0.95008,0.01236,-0.45982,0.01851,0.07976,0.00941,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","MCAS","MTH","2011","8",253853,TRUE,TRUE,0.98426,0.01478,-0.09752,0.0187,0.22735,0.00824,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","MCAS","MTH","2011","8",229531,TRUE,FALSE,1.03033,0,0.52082,0,0.35556,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","MCAS","MTH","2011","8",265932,TRUE,FALSE,0.79949,0,-0.77791,0,0.10321,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","MCAS","MTH","2011","8",219579,TRUE,FALSE,0.66731,0,-1.48553,0,0.32164,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","MCAS","MTH","2011","8",264777,TRUE,FALSE,1.15702,0,-0.31933,0,0.21173,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","MCAS","MTH","2011","8",263846,TRUE,FALSE,1.37843,0,0.66995,0,0.35478,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","MCAS","MTH","2011","8",227825,TRUE,FALSE,1.58445,0,0.86457,0,0.30014,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","MCAS","MTH","2011","8",264785,TRUE,FALSE,1.40666,0,1.57625,0,0.25977,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","MCAS","MTH","2011","8",284198,TRUE,FALSE,0.62867,0,-0.63597,0,0.24155,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","MCAS","MTH","2011","8",264776,TRUE,FALSE,0.47167,0,-0.96761,0,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","MCAS","MTH","2011","8",253758,TRUE,FALSE,0.76645,0,-0.54141,0,0.20083,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","MCAS","MTH","2011","8",227756,TRUE,FALSE,0.6269,0,-1.44591,0,0.13165,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","MCAS","MTH","2011","8",226927,TRUE,FALSE,1.07327,0,0.00523,0,0.13177,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","MCAS","MTH","2011","8",253742,TRUE,FALSE,1.56498,0,0.73758,0,0.4227,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","MCAS","MTH","2011","8",219599,TRUE,FALSE,1.3207,0,0.68328,0,0.25986,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","MCAS","MTH","2011","8",219614,TRUE,FALSE,1.37976,0,-0.45093,0,0.28436,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","MCAS","MTH","2011","8",219677,TRUE,FALSE,0.56219,0,0.04269,0,0.20406,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","MCAS","MTH","2011","8",219690,TRUE,TRUE,0.74768,0.00639,0.38479,0.00688,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","MCAS","MTH","2011","8",283287,TRUE,TRUE,0.85628,0.00726,-0.52655,0.00804,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","MCAS","MTH","2011","8",219697,TRUE,TRUE,0.81823,0.00731,-0.80008,0.00951,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","MCAS","MTH","2011","8",228548,TRUE,TRUE,0.54788,0.00626,-1.42271,0.01847,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","MCAS","MTH","2011","8",284918,TRUE,TRUE,0.93257,0.00744,-0.06734,0.00633,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","MCAS","MTH","2011","8",265963,TRUE,TRUE,0.7558,0.00658,-0.40077,0.00839,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","MCAS","MTH","2011","8",228127,TRUE,FALSE,0.78633,0,-1.35179,0,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","MCAS","MTH","2011","8",226933,TRUE,FALSE,0.84999,0,0.61805,0,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","MCAS","MTH","2011","8",285104,TRUE,FALSE,1.35594,0,0.45853,0,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","MCAS","MTH","2011","10",281662,TRUE,TRUE,1.08837,0,0.09971,0,0.21814,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","MCAS","MTH","2011","10",253199,TRUE,TRUE,1.80812,0,0.93945,0,0.22382,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","MCAS","MTH","2011","10",282175,TRUE,TRUE,1.03823,0,0.94186,0,0.29005,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","MCAS","MTH","2011","10",282111,TRUE,TRUE,0.88223,0,0.22241,0,0.1861,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","MCAS","MTH","2011","10",272961,TRUE,TRUE,0.89991,0,1.98806,0,0.61344,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","MCAS","MTH","2011","10",279254,TRUE,TRUE,1.2067,0,1.80077,0,0.35514,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","MCAS","MTH","2011","10",260872,TRUE,TRUE,2.19797,0,0.72812,0,0.23776,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","MCAS","MTH","2011","10",282151,TRUE,TRUE,0.94845,0,-0.1367,0,0.20875,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","MCAS","MTH","2011","10",281523,TRUE,TRUE,1.20234,0,1.24897,0,0.14726,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","MCAS","MTH","2011","10",281567,TRUE,TRUE,0.90148,0,1.2848,0,0.16264,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","MCAS","MTH","2011","10",261529,TRUE,TRUE,1.61471,0,0.68437,0,0.14791,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","MCAS","MTH","2011","10",281517,TRUE,TRUE,1.68868,0,0.32736,0,0.13811,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","MCAS","MTH","2011","10",282137,TRUE,TRUE,1.16967,0,-0.10088,0,0.18747,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","MCAS","MTH","2011","10",261524,TRUE,TRUE,1.33251,0,1.24123,0,0.27335,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","MCAS","MTH","2011","10",281643,TRUE,TRUE,1.34023,0,0.16718,0,0.36545,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","MCAS","MTH","2011","10",282091,TRUE,TRUE,1.72696,0,0.61729,0,0.26169,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","MCAS","MTH","2011","10",260880,TRUE,TRUE,1.8003,0,1.32313,0,0.17994,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","MCAS","MTH","2011","10",281575,TRUE,TRUE,1.80481,0,1.17671,0,0.25122,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","MCAS","MTH","2011","10",273806,TRUE,TRUE,1.9346,0,1.34413,0,0.38372,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","MCAS","MTH","2011","10",282075,TRUE,TRUE,0.71449,0,1.08685,0,0.26828,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","MCAS","MTH","2011","10",281654,TRUE,TRUE,1.13938,0,1.37504,0,0.22176,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","MCAS","MTH","2011","10",260192,TRUE,TRUE,0.79595,0,0.554,0,0.15283,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","MCAS","MTH","2011","10",250946,TRUE,TRUE,1.50433,0,1.66027,0,0.25906,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","MCAS","MTH","2011","10",281526,TRUE,TRUE,1.7347,0,-0.01196,0,0.28649,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","MCAS","MTH","2011","10",274038,TRUE,TRUE,2.04412,0,-0.07801,0,0.1854,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","MCAS","MTH","2011","10",282081,TRUE,TRUE,1.50349,0,-0.14651,0,0.16132,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","MCAS","MTH","2011","10",281594,TRUE,TRUE,0.53615,0,1.80138,0,0.2326,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","MCAS","MTH","2011","10",281710,TRUE,TRUE,1.26505,0,-0.31168,0,0.22709,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","MCAS","MTH","2011","10",281528,TRUE,TRUE,1.75849,0,1.33002,0,0.27046,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","MCAS","MTH","2011","10",274473,TRUE,TRUE,0.78916,0,-0.61573,0,0.28494,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","MCAS","MTH","2011","10",281597,TRUE,TRUE,1.54379,0,0.24655,0,0.31368,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","MCAS","MTH","2011","10",281720,TRUE,TRUE,1.40134,0,-0.17215,0,0.16791,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","MCAS","MTH","2011","10",279260,TRUE,TRUE,0.94038,0,0.64066,0,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","MCAS","MTH","2011","10",251056,TRUE,TRUE,0.73458,0,0.34039,0,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","MCAS","MTH","2011","10",273628,TRUE,TRUE,0.76851,0,-0.61678,0,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","MCAS","MTH","2011","10",254660,TRUE,TRUE,0.79481,0,0.86803,0,0,0,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","MCAS","MTH","2011","3",281998,FALSE,TRUE,0.98006,0.00601,-1.31114,0.00533,0,0,1.701,1.35118,0.01499,-1.35118,0.00535,0,0,NA,NA,NA,NA
"371","MCAS","MTH","2011","3",241024,FALSE,TRUE,0.89216,0.00485,-0.84139,0.00543,0,0,1.701,1.05174,0.00996,-1.05174,0.00571,0,0,NA,NA,NA,NA
"372","MCAS","MTH","2011","3",252972,FALSE,FALSE,0.85855,0,-1.28862,0.0068,0,0,1.701,0.86854,0.01133,-0.86854,0.00622,0,0,NA,NA,NA,NA
"373","MCAS","MTH","2011","3",283021,FALSE,TRUE,1.04729,0.00683,-0.97456,0.00615,0,0,1.701,0.43657,0.00757,-0.43657,0.00553,0,0,NA,NA,NA,NA
"374","MCAS","MTH","2011","3",203638,FALSE,TRUE,0.73652,0.02047,-0.90485,0.03216,0,0,1.701,0.53707,0.03803,-0.53707,0.02948,0,0,NA,NA,NA,NA
"375","MCAS","MTH","2011","3",208002,FALSE,FALSE,0.97408,0,-1.02989,0,0,0,1.701,0.11665,0,-0.11665,0,0,0,NA,NA,NA,NA
"376","MCAS","MTH","2011","4",281891,FALSE,TRUE,1.44891,0.00615,-0.36139,0.00306,0,0,1.701,1.30444,0.00841,0.26819,0.00493,-0.40966,0.00404,-1.16297,0.00406,0,0
"377","MCAS","MTH","2011","4",281896,FALSE,TRUE,1.23193,0,-0.67553,0.00372,0,0,1.701,1.44521,0.01134,0.37755,0.00637,-0.6203,0.00459,-1.20247,0.00444,0,0
"378","MCAS","MTH","2011","4",258283,FALSE,TRUE,0.91212,0.00366,0.55596,0.00452,0,0,1.701,1.39512,0.00688,0.24008,0.00554,-0.3348,0.00574,-1.3004,0.00768,0,0
"379","MCAS","MTH","2011","4",258253,FALSE,TRUE,1.17749,0.0063,-0.41222,0.00431,0,0,1.701,0.44575,0.00603,0.20637,0.00549,-0.05273,0.00507,-0.59939,0.00464,0,0
"380","MCAS","MTH","2011","4",227315,FALSE,FALSE,0.94645,0,-0.41814,0,0,0,1.701,1.66253,0,0.56754,0,-0.58466,0,-1.64541,0,0,0
"381","MCAS","MTH","2011","4",227323,FALSE,FALSE,0.65276,0,-0.42584,0,0,0,1.701,1.54572,0,0.33035,0,-0.4023,0,-1.47376,0,0,0
"382","MCAS","MTH","2011","5",249171,FALSE,TRUE,0.78503,0.00386,-1.69862,0.00627,0,0,1.701,1.77731,0.02226,0.73553,0.01327,-0.69849,0.00782,-1.81435,0.00652,0,0
"383","MCAS","MTH","2011","5",272899,FALSE,TRUE,1.13609,0.00499,-0.48154,0.00395,0,0,1.701,1.32456,0.00932,0.09683,0.0056,-0.06938,0.00536,-1.35202,0.00504,0,0
"384","MCAS","MTH","2011","5",280511,FALSE,TRUE,1.06858,0.00415,0.28688,0.00389,0,0,1.701,1.53532,0.00736,0.46241,0.0053,-0.46682,0.00511,-1.53091,0.00687,0,0
"385","MCAS","MTH","2011","5",273032,FALSE,TRUE,1.04378,0.00459,-0.27066,0.00419,0,0,1.701,1.05544,0.00765,0.18794,0.00569,-0.10981,0.00536,-1.13357,0.00533,0,0
"386","MCAS","MTH","2011","5",198686,FALSE,FALSE,1.07174,0,-0.53072,0,0,0,1.701,1.28061,0,0.12386,0,-0.14451,0,-1.25996,0,0,0
"387","MCAS","MTH","2011","5",198678,FALSE,FALSE,1.03969,0,-0.11567,0,0,0,1.701,1.18292,0,0.17885,0,-0.22656,0,-1.1352,0,0,0
"388","MCAS","MTH","2011","6",282163,FALSE,TRUE,1.21726,0.00581,-0.85243,0.00402,0,0,1.701,1.43676,0.0133,0.04282,0.00614,-0.18259,0.00564,-1.29699,0.00458,0,0
"389","MCAS","MTH","2011","6",282474,FALSE,TRUE,1.38711,0.00578,0.33017,0.0031,0,0,1.701,1.16922,0.00572,0.10479,0.00417,-0.29996,0.00409,-0.97405,0.00469,0,0
"390","MCAS","MTH","2011","6",272190,FALSE,TRUE,1.06223,0.00551,-0.64498,0.00489,0,0,1.701,0.8565,0.00855,0.04947,0.0061,-0.12992,0.00578,-0.77605,0.00514,0,0
"391","MCAS","MTH","2011","6",282490,FALSE,TRUE,0.96212,0.0044,-0.16018,0.00452,0,0,1.701,0.77053,0.00703,0.28963,0.00606,0.06564,0.00577,-1.12579,0.00561,0,0
"392","MCAS","MTH","2011","6",282164,FALSE,FALSE,1.38063,0,0.33245,0,0,0,1.701,1.6678,0,-0.08042,0,-0.35449,0,-1.23289,0,0,0
"393","MCAS","MTH","2011","6",229936,FALSE,FALSE,0.97755,0,-0.72926,0,0,0,1.701,1.35136,0,0.16085,0,-0.35115,0,-1.16106,0,0,0
"394","MCAS","MTH","2011","7",259301,FALSE,TRUE,1.19165,0.00502,-0.59105,0.0037,0,0,1.701,1.26647,0.00861,0.41697,0.00598,-0.15641,0.00512,-1.52703,0.00501,0,0
"395","MCAS","MTH","2011","7",282289,FALSE,TRUE,1.16288,0.00475,-0.74837,0.00373,0,0,1.701,1.78487,0.01246,0.74519,0.00733,-0.64501,0.00496,-1.88504,0.0053,0,0
"396","MCAS","MTH","2011","7",205711,FALSE,TRUE,1.15857,0.00523,-0.53802,0.00395,0,0,1.701,0.99296,0.00748,0.27925,0.0057,-0.2711,0.00502,-1.00111,0.00483,0,0
"397","MCAS","MTH","2011","7",272758,FALSE,TRUE,1.30525,0.00565,0.07372,0.00337,0,0,1.701,1.11775,0.0059,0.01717,0.00446,-0.23743,0.00438,-0.89749,0.0047,0,0
"398","MCAS","MTH","2011","7",208665,FALSE,FALSE,1.20913,0,-0.18491,0,0,0,1.701,1.25096,0,0.45886,0,0.0041,0,-1.71391,0,0,0
"399","MCAS","MTH","2011","7",250450,FALSE,FALSE,0.95981,0,-0.58147,0,0,0,1.701,1.16675,0,0.78464,0,0.09098,0,-2.04237,0,0,0
"400","MCAS","MTH","2011","8",264713,FALSE,TRUE,1.14576,0.00491,-0.07614,0.00379,0,0,1.701,1.17241,0.00713,0.23979,0.00527,-0.36452,0.00485,-1.04769,0.00505,0,0
"401","MCAS","MTH","2011","8",265967,FALSE,TRUE,1.26084,0.00566,-0.29535,0.00364,0,0,1.701,0.99821,0.00697,0.14478,0.00512,-0.10824,0.00484,-1.03476,0.00464,0,0
"402","MCAS","MTH","2011","8",239639,FALSE,TRUE,1.33302,0.00572,0.25924,0.00332,0,0,1.701,1.4983,0.00673,-0.05007,0.00441,-0.43501,0.00438,-1.01322,0.00483,0,0
"403","MCAS","MTH","2011","8",264747,FALSE,TRUE,1.19928,0.00504,0.06116,0.00362,0,0,1.701,1.48707,0.0076,0.01605,0.00485,-0.2145,0.00474,-1.28863,0.0053,0,0
"404","MCAS","MTH","2011","8",253798,FALSE,FALSE,1.29303,0,-0.04268,0,0,0,1.701,0.85106,0,0.17963,0,-0.16185,0,-0.86885,0,0,0
"405","MCAS","MTH","2011","8",253813,FALSE,FALSE,1.15659,0,-0.11712,0,0,0,1.701,1.17788,0,0.36878,0,0.21904,0,-1.7657,0,0,0
"406","MCAS","MTH","2011","10",286243,FALSE,TRUE,1.43982,0,0.92758,0,0,0,1.701,0.89094,0,0.14321,0,-0.2887,0,-0.74544,0,0,0
"407","MCAS","MTH","2011","10",285593,FALSE,TRUE,1.31917,0,1.09499,0,0,0,1.701,1.47568,0,0.06871,0,-0.70469,0,-0.8397,0,0,0
"408","MCAS","MTH","2011","10",285493,FALSE,TRUE,1.62572,0,0.90659,0,0,0,1.701,0.76435,0,-0.00831,0,-0.23231,0,-0.52373,0,0,0
"409","MCAS","MTH","2011","10",268443,FALSE,TRUE,1.93118,0,0.20426,0,0,0,1.701,0.94246,0,0.19111,0,-0.27205,0,-0.86153,0,0,0
"410","MCAS","MTH","2011","10",285609,FALSE,TRUE,1.38245,0,0.54823,0,0,0,1.701,1.67398,0,0.42058,0,-0.59584,0,-1.49873,0,0,0
"411","MCAS","MTH","2011","10",279833,FALSE,TRUE,1.67965,0,0.5057,0,0,0,1.701,0.72868,0,0.2194,0,-0.20147,0,-0.74661,0,0,0
